CID,IDSURVEY,zCMB,zHD,zHEL,MU,MUERR_FINAL
1335305,10,0.33403,0.33403,0.33501,41.5222,0.1610
1335323,10,0.19991,0.19991,0.20081,39.7993,0.1876
1335387,10,0.60582,0.60582,0.60642,42.6028,0.1527
1335432,10,0.42692,0.42692,0.42751,41.9110,0.1221
1335472,10,0.50597,0.50597,0.50705,42.2442,0.1076
1335564,10,0.60619,0.60619,0.60750,42.8117,0.1534
1335585,10,0.60557,0.60557,0.60687,42.8824,0.2117
1335671,10,0.52427,0.52427,0.52480,42.2846,0.1061
1335675,10,0.60735,0.60735,0.60791,42.6746,0.1477
1335717,10,0.30477,0.30477,0.30528,41.1223,0.1694
1335756,10,0.44933,0.44933,0.45038,42.3370,0.2082
1335818,10,0.62253,0.62253,0.62317,42.7287,0.2064
1335854,10,0.57869,0.57869,0.57927,42.5779,0.1844
1335885,10,0.39932,0.39932,0.39982,41.7329,0.2279
1336002,10,0.39496,0.39496,0.39600,40.9359,0.2146
1336008,10,0.43764,0.43764,0.43867,41.6118,0.1456
1336009,10,0.34175,0.34175,0.34270,41.2635,0.2309
1336150,10,0.34810,0.34810,0.34905,41.7049,0.2434
1336244,10,0.56493,0.56493,0.56608,42.8987,0.2598
1336359,10,0.42821,0.42821,0.42938,42.2771,0.2663
1336384,10,0.58306,0.58306,0.58439,42.7375,0.1859
1336453,10,0.18492,0.18492,0.18579,39.8687,0.1015
1336454,10,0.29256,0.29256,0.29350,41.8729,17.3012
1336464,10,0.38732,0.38732,0.38834,41.6577,0.1878
1336480,10,0.25604,0.25604,0.25695,40.6715,0.1393
1336558,10,0.46760,0.46760,0.46865,42.0296,0.1851
1336599,10,0.67747,0.67747,0.67813,42.9301,0.7368
1336662,10,0.18156,0.18156,0.18200,39.7297,0.1655
1336687,10,0.23380,0.23380,0.23480,40.2147,0.1908
1336693,10,0.64795,0.64795,0.64929,42.7682,0.1164
1336925,10,0.64997,0.64997,0.65056,42.8132,0.1800
1336942,10,1.02582,1.02582,1.02661,44.0472,0.2354
1336953,10,0.60013,0.60013,0.60141,42.7065,0.1940
1336957,10,0.82961,0.82961,0.83031,43.4247,0.1574
1336975,10,0.11048,0.11048,0.11088,38.1464,0.1338
1337228,10,0.57741,0.57741,0.57858,42.8020,0.2217
1337267,10,0.45318,0.45318,0.45439,41.9590,0.2626
1337272,10,0.50275,0.50275,0.50400,42.3316,0.1680
1337311,10,0.42131,0.42131,0.42250,41.9157,0.1513
1337321,10,0.56258,0.56258,0.56389,42.4986,0.1367
1337541,10,1.05479,1.05479,1.05561,43.9487,0.2055
1337549,10,0.74877,0.74877,0.74939,43.4491,0.1569
1337649,10,0.26150,0.26150,0.26238,40.4557,0.1513
1337687,10,0.32869,0.32869,0.32917,41.1467,0.1124
1337703,10,0.53225,0.53225,0.53281,42.0715,0.1214
1337838,10,0.31194,0.31194,0.31300,41.0380,0.1238
1337971,10,0.41066,0.41066,0.41166,42.2028,0.2235
1338128,10,0.31184,0.31184,0.31280,41.1236,0.1497
1338170,10,0.38676,0.38676,0.38780,41.6203,0.1750
1338223,10,0.59952,0.59952,0.60072,42.6396,0.1818
1338233,10,0.60148,0.60148,0.60279,42.9102,0.1798
1338266,10,0.64845,0.64845,0.64980,43.0930,0.1327
1338278,10,0.56430,0.56430,0.56560,42.5164,0.1550
1338288,10,0.13840,0.13840,0.13936,39.9608,191.5557
1338324,10,0.42602,0.42602,0.42719,42.1257,0.2224
1338430,10,0.51717,0.51717,0.51830,42.1437,0.1018
1338471,10,0.53116,0.53116,0.53228,42.6231,0.1869
1338485,10,0.58466,0.58466,0.58582,42.7348,0.1394
1338649,10,0.61327,0.61327,0.61443,43.1125,0.1972
1338665,10,0.72062,0.72062,0.72199,43.2946,0.2079
1338675,10,0.33047,0.33047,0.33153,41.2217,0.1805
1338718,10,0.73306,0.73306,0.73429,43.4108,0.1273
1338749,10,0.85806,0.85806,0.85956,43.4207,0.2381
1338762,10,0.42054,0.42054,0.42108,41.7653,0.1361
1338849,10,0.62002,0.62002,0.62065,42.8993,0.1679
1338940,10,0.77334,0.77334,0.77404,43.6157,0.2350
1338959,10,0.46167,0.46167,0.46283,41.8898,0.1222
1339002,10,0.30251,0.30251,0.30356,40.9550,0.1791
1339102,10,0.64795,0.64795,0.64929,43.2292,0.1464
1339149,10,0.46879,0.46879,0.46998,41.9990,0.1522
1339176,10,0.92537,0.92537,0.92613,44.5882,0.3336
1339217,10,0.33191,0.33191,0.33245,41.0447,0.2523
1339220,10,0.59992,0.59992,0.60052,42.8805,0.1817
1339227,10,0.82081,0.82081,0.82152,43.5000,0.1478
1339232,10,0.96859,0.96859,0.96937,43.6767,0.1466
1339246,10,0.95791,0.95791,0.95867,44.5302,0.2619
1339276,10,0.96363,0.96363,0.96519,43.7094,0.1426
1339291,10,0.81791,0.81790,0.81924,43.8419,0.1387
1339327,10,0.77250,0.77250,0.77378,43.4162,0.1420
1339371,10,0.63581,0.63581,0.63699,43.2292,0.2773
1339392,10,0.18148,0.18148,0.18191,39.3650,0.1026
1339402,10,0.36538,0.36538,0.36587,42.5239,90.3310
1339425,10,0.53579,0.53579,0.53633,42.6471,0.2188
1339609,10,1.12132,1.12132,1.12212,44.1909,0.1090
1339702,10,0.25616,0.25616,0.25710,40.6799,0.1757
1339703,10,0.49272,0.49272,0.49383,42.0401,0.1499
1339716,10,0.45682,0.45682,0.45791,41.9146,0.2146
1339730,10,0.44881,0.44881,0.44990,41.1784,226.8607
1339756,10,0.27539,0.27539,0.27633,40.7217,0.1136
1339875,10,0.45944,0.45944,0.46064,41.8991,0.1248
1339909,10,0.75153,0.75153,0.75300,43.5874,0.1821
1340125,10,0.65134,0.65134,0.65254,43.2211,0.2003
1340132,10,0.60943,0.60943,0.61054,42.8181,0.1793
1340141,10,0.65405,0.65405,0.65523,43.0926,0.1442
1340253,10,0.69261,0.69261,0.69380,43.0471,0.1542
1340460,10,0.63779,0.63779,0.63843,42.9166,0.1648
1340470,10,0.58057,0.58057,0.58187,42.6554,0.1493
1340493,10,0.71719,0.71719,0.71784,43.1506,0.1575
1340521,10,0.65356,0.65356,0.65415,43.0201,0.1374
1340539,10,0.44766,0.44766,0.44820,42.0813,0.1608
1340700,10,0.32550,0.32550,0.32657,41.0323,0.1826
1340706,10,0.29323,0.29323,0.29425,40.9229,0.1963
1340751,10,0.66480,0.66480,0.66614,43.7249,269.0213
1340954,10,0.30517,0.30517,0.30566,40.8642,0.1458
1341000,10,0.54203,0.54203,0.54259,42.4035,0.1913
1341227,10,0.83036,0.83036,0.83108,43.4494,0.1369
1341271,10,0.82584,0.82584,0.82656,43.5692,0.1875
1341370,10,0.40900,0.40900,0.41000,41.7787,0.1967
1341423,10,0.59710,0.59710,0.59825,42.4641,0.1441
1341426,10,0.55321,0.55321,0.55432,42.5910,0.1981
1341459,10,0.52219,0.52219,0.52341,42.1108,0.1337
1341502,10,0.51064,0.51064,0.51185,42.3613,0.1593
1341556,10,0.71584,0.71584,0.71721,43.4174,0.1496
1341743,10,0.68422,0.68422,0.68487,43.0160,0.1664
1341823,10,0.55032,0.55032,0.55093,42.6925,0.2689
1341857,10,0.50314,0.50314,0.50373,42.3896,0.2055
1341894,10,0.31293,0.31293,0.31401,41.0622,0.1362
1342255,10,0.21885,0.21885,0.21976,40.0569,0.1111
1342580,10,0.87472,0.87472,0.87622,43.3942,0.1744
1342647,10,0.51618,0.51618,0.51725,42.3384,0.2005
1342707,10,0.65243,0.65243,0.65375,42.9977,0.1329
1342778,10,0.40457,0.40457,0.40557,41.4950,252.2860
1342810,10,0.70093,0.70093,0.70232,43.4289,0.1886
1342906,10,0.49743,0.49743,0.49800,41.9505,0.1270
1343208,10,0.49500,0.49500,0.49558,42.1028,0.1552
1343337,10,0.33899,0.33899,0.33947,41.1106,0.2399
1343401,10,0.38283,0.38283,0.38397,41.4404,0.1686
1343533,10,0.36843,0.36843,0.36947,41.6318,0.1841
1343542,10,0.78512,0.78512,0.78644,43.0376,0.1282
1343759,10,0.50617,0.50617,0.50677,42.1674,0.1335
1343871,10,0.63786,0.63786,0.63900,42.9078,0.1580
1344303,10,0.09394,0.09394,0.09475,38.3222,0.2234
1344347,10,0.26361,0.26361,0.26453,40.7134,0.1323
1344355,10,0.24448,0.24448,0.24540,40.4147,0.1874
1344598,10,0.69609,0.69609,0.69735,43.2646,0.1523
1344639,10,0.36672,0.36672,0.36770,41.4734,0.1411
1345441,10,0.71467,0.71467,0.71536,43.4006,0.2960
1345458,10,0.56872,0.56872,0.56932,42.6056,0.1929
1345553,10,0.31794,0.31794,0.31902,41.1851,0.1258
1346137,10,0.36326,0.36326,0.36379,41.3484,0.1760
1346139,10,0.50323,0.50323,0.50379,42.4500,0.1992
1346149,10,0.58434,0.58434,0.58493,42.7086,0.1807
1346627,10,0.68193,0.68193,0.68257,42.9946,0.1616
1346628,10,0.53191,0.53191,0.53253,42.3492,0.2069
1346758,10,0.49650,0.49650,0.49770,42.3360,0.2168
1346956,10,0.33352,0.33352,0.33400,41.1717,0.1538
1346966,10,0.33513,0.33513,0.33558,41.1325,0.1266
1347112,10,0.79318,0.79318,0.79389,43.3185,0.2333
1347766,10,0.62889,0.62889,0.63022,43.0158,0.2879
1366175,10,0.40462,0.40462,0.40561,41.7519,0.2309
1366187,10,0.46290,0.46290,0.46406,42.1406,0.1437
1366195,10,0.55313,0.55313,0.55439,42.2978,0.1251
1366280,10,0.73167,0.73167,0.73234,43.0246,0.2312
1366436,10,0.23955,0.23954,0.24000,40.4557,0.1087
1366475,10,0.45546,0.45546,0.45596,42.0309,0.1453
1366482,10,0.32154,0.32154,0.32206,41.2472,0.1311
1366690,10,0.27119,0.27119,0.27223,40.7836,0.1349
1367180,10,0.80342,0.80342,0.80489,43.3949,0.1586
1367234,10,0.25173,0.25173,0.25278,40.5564,0.1256
1367331,10,0.44684,0.44684,0.44793,42.0212,0.1190
1367408,10,0.54306,0.54306,0.54366,42.5924,0.1540
1367556,10,0.45115,0.45115,0.45235,41.8944,0.1277
1367571,10,0.43311,0.43311,0.43428,41.7480,0.1427
1368111,10,0.55095,0.55095,0.55205,42.3216,0.1344
1368131,10,0.30694,0.30694,0.30800,40.9391,0.0975
1368133,10,0.27618,0.27618,0.27720,40.7496,0.2435
1368143,10,0.42348,0.42348,0.42463,41.7279,0.1496
1368188,10,0.24003,0.24003,0.24050,40.4207,0.1041
1368482,10,0.50847,0.50847,0.50967,42.4130,0.1764
1368530,10,0.34224,0.34224,0.34336,41.4577,0.1663
1370113,10,0.65553,0.65553,0.65674,42.8766,0.1431
1370135,10,0.51615,0.51615,0.51724,42.5078,0.1915
1370181,10,0.69310,0.69310,0.69446,43.1421,0.1897
1370247,10,0.66882,0.66882,0.67022,43.0251,0.1270
1370308,10,0.62863,0.62863,0.62927,42.9890,0.2297
1370320,10,0.33070,0.33070,0.33165,41.2529,0.1263
1370391,10,0.65692,0.65692,0.65749,42.8095,0.1436
1370402,10,0.64766,0.64766,0.64833,42.8663,0.1527
1370441,10,0.93733,0.93733,0.93806,43.8419,0.1512
1370806,10,0.58895,0.58895,0.58950,42.9043,0.1839
1370898,10,0.65069,0.65069,0.65193,43.1487,0.1746
1370906,10,0.61842,0.61842,0.61963,43.4554,0.2648
1370944,10,0.50947,0.50947,0.51057,42.2675,0.1383
1371022,10,0.29082,0.29082,0.29178,40.9380,0.1355
1371046,10,0.07333,0.07334,0.07411,37.5773,0.2013
1371048,10,0.34392,0.34392,0.34489,41.2159,0.1564
1371111,10,0.88352,0.88352,0.88500,43.6498,0.1505
1371126,10,0.21601,0.21601,0.21648,40.2435,0.0934
1371206,10,0.52779,0.52779,0.52839,42.4239,0.1512
1372115,10,0.89842,0.89842,0.89915,43.9894,0.2041
1373028,10,0.25517,0.25517,0.25617,40.3392,0.1112
1373040,10,0.26162,0.26162,0.26262,40.6008,0.1340
1373042,10,0.23720,0.23720,0.23820,40.4828,0.1215
1373123,10,0.69879,0.69879,0.70020,43.3463,0.1444
1375087,10,0.62952,0.62952,0.63016,43.0122,0.1724
1376168,10,0.49239,0.49239,0.49348,42.3312,0.1695
1377086,10,0.33115,0.33115,0.33213,42.1888,155.8961
1380034,10,0.62935,0.62935,0.63065,43.5939,202.2987
1380167,10,0.75331,0.75331,0.75399,43.1475,0.1828
1385052,10,0.80107,0.80106,0.80250,43.5870,0.1667
1385187,10,0.52212,0.52212,0.52319,42.2723,0.1704
1386047,10,0.49181,0.49181,0.49300,42.2651,0.1503
1387101,10,0.48092,0.48092,0.48200,42.0138,0.1398
1387162,10,0.61750,0.61750,0.61809,43.1997,0.1985
1387174,10,0.69841,0.69842,0.69900,42.9273,0.1291
1389074,10,0.50285,0.50285,0.50390,42.2330,0.1621
1389177,10,0.44895,0.44895,0.44945,42.1318,0.1711
1389210,10,0.54865,0.54865,0.54921,42.4926,0.1324
1390164,10,0.45102,0.45102,0.45154,41.9960,209.9417
1390173,10,0.65875,0.65875,0.65938,43.1839,0.1807
1390343,10,0.89117,0.89117,0.89270,43.6073,0.1357
1391191,10,0.65069,0.65069,0.65126,43.3267,0.1945
1392367,10,0.59349,0.59349,0.59463,43.0591,0.2237
1392400,10,0.45205,0.45205,0.45258,41.9972,0.1568
1395159,10,0.95690,0.95690,0.95845,44.2804,0.1905
1397029,10,0.35942,0.35942,0.35991,42.5951,168.1352
1400026,10,0.70961,0.70961,0.71027,43.0684,0.1678
1402076,10,0.89611,0.89611,0.89762,43.9358,204.1358
1403033,10,0.47435,0.47435,0.47539,42.4238,0.1937
1408024,10,0.40228,0.40228,0.40330,41.4904,0.1698
1408068,10,0.42713,0.42713,0.42828,41.8764,0.2224
1409129,10,0.79364,0.79364,0.79436,43.3170,0.1935
1411114,10,0.83706,0.83706,0.83777,43.6747,0.1504
1413048,10,0.61122,0.61122,0.61185,42.7865,0.2397
1420185,10,0.64453,0.64453,0.64519,43.0151,0.2198
1430116,10,1.02144,1.02144,1.02222,44.0951,0.1868
1430136,10,0.41235,0.41235,0.41337,41.8259,0.1806
1430255,10,0.65806,0.65806,0.65938,42.8266,0.1502
1431064,10,0.39494,0.39494,0.39596,41.7467,0.1650
1431072,10,0.42267,0.42267,0.42373,42.0809,0.2521
1431096,10,0.47680,0.47680,0.47786,42.1155,0.1727
1431108,10,0.61052,0.61052,0.61115,42.6684,0.1530
1431163,10,0.36711,0.36711,0.36812,41.4065,0.1180
1432017,10,0.34579,0.34579,0.34627,41.3891,0.2134
1432026,10,0.15011,0.15011,0.15055,39.5647,0.1752
1432027,10,0.35039,0.35039,0.35088,41.2373,0.1796
1432078,10,0.54471,0.54471,0.54586,43.0127,0.2001
1432102,10,0.71803,0.71803,0.71926,43.0805,0.1817
1432141,10,0.56489,0.56489,0.56600,42.8422,0.1829
1433040,10,0.71949,0.71949,0.72012,42.9720,0.1434
1433108,10,0.68283,0.68283,0.68403,43.3071,0.1590
1433114,10,0.68437,0.68438,0.68506,43.0222,0.2317
1433226,10,0.59619,0.59618,0.59750,42.7003,0.2069
1434201,10,0.26317,0.26317,0.26423,41.8051,300.0360
1434203,10,0.37567,0.37567,0.37680,41.3692,0.1646
1434248,10,0.23734,0.23734,0.23835,40.3323,0.1393
1434258,10,0.66195,0.66195,0.66260,43.0103,0.1952
1434262,10,0.78964,0.78964,0.79106,43.2863,0.1378
1435033,10,0.58040,0.58040,0.58096,42.8082,0.1745
1435067,10,0.39136,0.39136,0.39235,41.5534,0.1616
1435094,10,1.01700,1.01700,1.01778,43.8769,0.1463
1439028,10,0.55424,0.55424,0.55550,42.3852,0.1630
1440057,10,0.51228,0.51228,0.51352,42.3190,0.1424
1442085,10,0.63355,0.63355,0.63476,43.0525,0.1887
1443078,10,0.61096,0.61096,0.61215,43.1341,0.1826
1444028,10,0.55372,0.55372,0.55484,42.5786,0.1700
1447133,10,0.36540,0.36540,0.36593,41.4596,0.2025
1447146,10,1.00009,1.00009,1.00089,44.2028,0.3157
1448122,10,0.57688,0.57688,0.57752,42.6711,0.1631
1449074,10,0.33185,0.33186,0.33234,41.2449,0.1170
1449102,10,0.69830,0.69830,0.69896,43.2791,0.2422
1449115,10,0.86674,0.86674,0.86746,43.6718,0.2335
1450026,10,0.35831,0.35831,0.35926,41.5992,0.1229
1450127,10,0.60009,0.60009,0.60139,42.7653,0.1792
1450148,10,0.44736,0.44736,0.44845,41.9660,0.1669
1452059,10,0.56420,0.56420,0.56550,42.4672,0.1928
1456020,10,0.88189,0.88189,0.88340,44.0070,0.2593
1457019,10,0.45403,0.45403,0.45518,42.7109,8.1350
1457045,10,0.28848,0.28848,0.28956,41.7312,142.2750
1466032,10,0.57606,0.57606,0.57717,42.5277,0.1672
1469040,10,0.32670,0.32670,0.32764,41.2042,0.1388
1470063,10,0.53547,0.53547,0.53605,42.6916,0.2833
1472020,10,0.53112,0.53112,0.53169,42.3827,0.2290
1473025,10,0.64649,0.64649,0.64709,42.8714,0.1761
1473027,10,0.50566,0.50566,0.50617,42.2081,0.1447
1474020,10,0.54148,0.54148,0.54211,42.3890,0.2221
1479069,10,0.17267,0.17267,0.17353,39.5855,0.0920
1479130,10,0.86240,0.86240,0.86390,43.5172,0.2419
1480038,10,0.33423,0.33423,0.33530,41.2295,0.1254
1484053,10,0.46322,0.46322,0.46427,41.8297,0.1357
1487043,10,0.69226,0.69226,0.69363,42.9348,0.1658
1487055,10,0.58196,0.58196,0.58308,42.8644,0.2121
1488029,10,0.47833,0.47833,0.47938,41.8991,0.1520
1488098,10,0.75076,0.75076,0.75217,43.2224,0.1727
1490034,10,0.53002,0.53002,0.53058,42.6795,0.1934
1495047,10,0.41097,0.41097,0.41152,41.7892,0.1102
1500031,10,0.36606,0.36606,0.36704,41.5767,0.1357
1500076,10,0.59892,0.59892,0.60024,42.6697,0.1568
1500086,10,0.64130,0.64129,0.64266,42.7437,0.1503
1501075,10,0.38374,0.38373,0.38474,41.2178,259.7160
1501097,10,0.43587,0.43587,0.43707,41.8010,0.1272
1501131,10,0.85239,0.85239,0.85389,43.9150,0.2948
1501158,10,0.58049,0.58049,0.58162,42.8278,0.3578
1502029,10,0.51797,0.51797,0.51921,42.2286,0.1234
1502065,10,0.27316,0.27316,0.27405,40.7313,0.1227
1502132,10,0.80181,0.80181,0.80326,43.5738,0.2226
1503024,10,0.27694,0.27694,0.27798,40.9250,0.1267
1504096,10,0.50582,0.50582,0.50709,42.4181,0.2295
1504139,10,0.55644,0.55644,0.55708,42.4194,0.1175
1508029,10,0.85279,0.85279,0.85350,43.5814,0.2573
1509040,10,0.68507,0.68507,0.68629,43.0424,0.1669
1511024,10,0.37178,0.37178,0.37280,41.4006,0.2478
1512067,10,0.45394,0.45394,0.45444,42.1279,0.2449
1512101,10,0.56872,0.56872,0.57000,42.4554,0.1174
1514043,10,0.52706,0.52706,0.52831,42.4340,0.3270
1514059,10,0.52427,0.52427,0.52480,42.8195,0.2626
1516019,10,0.42436,0.42436,0.42539,42.0120,0.1688
1519027,10,0.51404,0.51404,0.51525,42.5963,0.2286
1519038,10,0.11948,0.11948,0.11992,38.2154,0.1805
1528034,10,0.63890,0.63890,0.64009,42.9270,0.1821
1530098,10,0.54758,0.54758,0.54873,43.0902,200.1382
1530120,10,0.40467,0.40467,0.40584,41.6481,175.3365
1530191,10,0.55584,0.55584,0.55710,42.7254,0.2043
1531033,10,0.60888,0.60888,0.61002,42.9900,0.2243
1531078,10,0.67713,0.67713,0.67847,43.2550,0.1360
1531089,10,0.29149,0.29149,0.29241,40.7593,0.1208
1531108,10,0.34387,0.34387,0.34500,41.3477,0.1768
1531112,10,0.33470,0.33470,0.33582,41.2757,0.1238
1531113,10,0.45694,0.45694,0.45817,42.2699,0.2041
1531145,10,0.45675,0.45675,0.45793,42.1662,0.2280
1532056,10,0.47273,0.47273,0.47379,42.1170,0.1946
1532057,10,0.50397,0.50397,0.50504,42.2601,0.1268
1533035,10,0.58117,0.58117,0.58247,42.7936,0.1808
1533036,10,0.65325,0.65325,0.65446,43.3552,0.1935
1534078,10,0.61224,0.61224,0.61356,42.7199,0.1800
1535064,10,0.80078,0.80078,0.80220,43.7069,0.1946
1536021,10,0.53410,0.53410,0.53524,42.3993,0.1833
1536026,10,0.44129,0.44129,0.44236,42.1148,0.2177
1536028,10,0.45115,0.45115,0.45221,42.0849,0.1338
1536112,10,0.75888,0.75888,0.75956,43.3504,0.1582
1537020,10,0.40597,0.40597,0.40697,41.8405,0.1482
1537077,10,0.74450,0.74450,0.74518,43.1240,0.2202
1538019,10,0.29069,0.29069,0.29162,40.9015,0.1076
1547048,10,0.54454,0.54454,0.54579,42.2587,0.1507
1547071,10,0.29911,0.29911,0.29961,40.9215,0.2005
1547086,10,0.27578,0.27578,0.27627,41.0005,0.2428
1548070,10,0.67651,0.67651,0.67716,43.0756,0.1827
1549078,10,0.60558,0.60558,0.60616,42.7734,0.2236
1550021,10,0.20587,0.20587,0.20676,39.9564,0.1748
1550103,10,0.53166,0.53166,0.53223,42.5044,0.1803
1551020,10,0.46283,0.46283,0.46394,41.9664,0.1653
1551083,10,0.80301,0.80301,0.80373,43.5748,0.2197
1551108,10,0.86647,0.86647,0.86800,44.1243,0.2465
1552028,10,0.45180,0.45180,0.45300,42.0108,0.1123
1552143,10,0.75991,0.75991,0.76058,43.2815,0.1362
1555053,10,0.73072,0.73072,0.73139,43.2856,0.1498
1559048,10,0.98000,0.98000,0.98157,44.1028,0.1992
1559051,10,0.70510,0.70510,0.70648,43.0906,0.1547
1559124,10,0.65253,0.65253,0.65311,42.7954,0.1460
1559147,10,0.63231,0.63231,0.63360,42.7112,0.1957
1559178,10,0.43550,0.43550,0.43651,42.4537,0.3371
1560034,10,0.26891,0.26891,0.26982,40.7588,0.1779
1560099,10,0.68006,0.68006,0.68072,43.1798,0.2202
1562077,10,0.47842,0.47842,0.47898,42.1525,0.1190
1562098,10,0.57618,0.57618,0.57747,42.6011,0.1343
1563063,10,0.71552,0.71552,0.71612,43.2139,0.1660
1564017,10,0.65792,0.65792,0.65916,42.9869,0.1588
1565032,10,0.46097,0.46097,0.46219,42.3328,0.1492
1566028,10,0.32059,0.32059,0.32165,41.0662,0.1448
1567044,10,0.42273,0.42273,0.42324,41.7451,0.1687
1569050,10,0.32988,0.32988,0.33086,41.0865,0.2014
1570024,10,0.55064,0.55064,0.55123,42.3980,0.1228
1574017,10,0.53287,0.53287,0.53399,42.5212,0.1360
1574019,10,0.60433,0.60433,0.60551,42.4576,0.1120
1574028,10,0.65589,0.65589,0.65712,43.1101,0.1903
1574062,10,0.55020,0.55020,0.55144,42.7566,0.1468
1574104,10,0.27304,0.27304,0.27399,40.7436,0.1168
1575019,10,0.65214,0.65214,0.65338,42.8030,0.1540
1575072,10,0.59028,0.59028,0.59156,42.6902,0.1324
1576034,10,0.76675,0.76675,0.76800,43.5761,0.1349
1578063,10,0.64298,0.64298,0.64434,43.2969,0.1638
1578103,10,0.16008,0.16008,0.16092,39.3979,0.1623
1579110,10,0.62217,0.62217,0.62336,42.9684,0.1826
1579146,10,0.80325,0.80325,0.80472,43.3974,0.1471
1581017,10,0.83813,0.83813,0.83888,43.7500,0.2293
1581048,10,0.40194,0.40194,0.40244,41.5976,0.1386
1588019,10,0.68766,0.68766,0.68831,42.9400,0.1673
1590044,10,0.62931,0.62931,0.63048,42.9160,0.1434
1590122,10,0.77952,0.77952,0.78017,43.3681,0.1247
1590133,10,0.69362,0.69362,0.69426,43.4297,0.2780
1592028,10,0.32510,0.32510,0.32608,41.1459,0.1429
1592067,10,0.69191,0.69191,0.69314,43.0303,0.1277
1593067,10,0.34776,0.34776,0.34822,41.6040,0.2062
1594042,10,0.61981,0.61981,0.62112,42.9545,0.1490
1595028,10,0.46523,0.46523,0.46641,42.1918,0.2060
1595110,10,0.59269,0.59269,0.59325,42.6991,0.1622
1595118,10,0.90941,0.90941,0.91014,43.4955,0.1810
1595127,10,0.56740,0.56740,0.56799,42.6946,0.1268
1596033,10,0.46937,0.46937,0.47043,42.5532,0.2520
1598039,10,0.62292,0.62292,0.62354,42.9208,0.1985
1599030,10,0.36774,0.36774,0.36872,41.1103,0.1101
1600036,10,0.81396,0.81396,0.81530,43.6290,0.1610
1602033,10,0.60967,0.60967,0.61096,42.7694,0.1443
1617030,10,0.73615,0.73615,0.73681,43.1709,0.2569
1617068,10,0.93075,0.93075,0.93230,43.8407,0.1804
1618036,10,0.39216,0.39216,0.39319,41.6674,0.1334
1618042,10,0.42893,0.42893,0.42950,41.9796,0.1140
1620051,10,0.38252,0.38251,0.38353,41.3956,0.2243
1625037,10,0.31863,0.31863,0.31956,41.1335,0.1323
1625059,10,0.59279,0.59279,0.59391,42.8527,0.1806
1632070,10,0.42513,0.42513,0.42627,42.1359,0.2396
1634024,10,0.57629,0.57629,0.57760,42.7007,0.1656
1635042,10,0.55833,0.55833,0.55948,42.3750,0.1188
1636043,10,0.53944,0.53944,0.54055,42.5073,0.1300
1636093,10,0.47782,0.47782,0.47891,42.2306,0.2071
1638030,10,0.37136,0.37136,0.37235,41.4496,0.1432
1639025,10,0.66190,0.66190,0.66310,42.9120,0.1226
1640083,10,0.58059,0.58059,0.58172,43.2161,293.2289
1641173,10,0.44364,0.44364,0.44480,42.2561,0.2006
1641279,10,0.22398,0.22398,0.22490,40.1997,0.1113
1641288,10,0.54529,0.54529,0.54642,42.4853,0.1711
1641368,10,0.60706,0.60706,0.60833,42.9774,0.2157
1642117,10,0.81237,0.81237,0.81384,43.4823,0.1925
1642138,10,0.65971,0.65971,0.66033,42.9849,0.1531
1642158,10,0.68700,0.68700,0.68826,43.0922,0.1401
1642178,10,0.68673,0.68673,0.68740,42.9382,0.1680
1643063,10,0.57188,0.57188,0.57319,42.9815,0.2063
1643213,10,0.65526,0.65526,0.65590,43.0253,0.1859
1643292,10,0.49183,0.49183,0.49292,42.3261,0.2115
1643312,10,0.34037,0.34037,0.34083,41.1208,0.1933
1643313,10,0.39044,0.39044,0.39093,41.6397,0.1664
1643316,10,0.54894,0.54894,0.54950,42.2831,3.0425
1643338,10,0.56788,0.56788,0.56915,42.7713,0.1737
1644061,10,0.61287,0.61287,0.61349,42.5096,0.1986
1644163,10,0.56202,0.56202,0.56317,42.8645,0.1822
1644180,10,0.61154,0.61154,0.61220,42.8242,0.1522
1644211,10,0.45743,0.45743,0.45849,42.1651,0.1681
1644213,10,0.54509,0.54509,0.54622,42.4271,0.1590
1644290,10,0.53730,0.53730,0.53786,42.4079,0.1552
1645092,10,0.51337,0.51338,0.51459,42.6800,0.2319
1645125,10,0.44419,0.44419,0.44537,41.9830,0.1555
1645145,10,0.82627,0.82627,0.82775,43.6678,0.1680
1645158,10,0.36048,0.36048,0.36097,41.3133,0.1755
1645195,10,0.52580,0.52580,0.52692,42.4014,0.1350
1645208,10,0.69516,0.69516,0.69581,43.1412,0.1697
1646092,10,0.72070,0.72070,0.72130,43.4098,0.1753
1646094,10,0.59237,0.59237,0.59293,43.1448,0.2390
1647048,10,0.70882,0.70882,0.71023,43.0900,0.1295
1650024,10,0.30994,0.30994,0.31102,41.1536,0.1451
1652139,10,0.78266,0.78266,0.78334,43.4268,0.1849
1653101,10,0.33000,0.33000,0.33050,41.2787,0.1965
1654105,10,0.56271,0.56271,0.56331,42.2911,0.1444
1655086,10,0.42781,0.42781,0.42839,41.8727,0.1407
1659122,10,0.51872,0.51872,0.51927,42.0816,0.2547
1660018,10,0.43435,0.43435,0.43550,41.6251,0.2086
1662023,10,0.31268,0.31268,0.31374,40.8849,0.1135
1673068,10,0.52779,0.52779,0.52838,42.4131,0.1434
1673097,10,0.59851,0.59851,0.59963,42.6789,0.2462
1674022,10,0.60262,0.60262,0.60394,42.5340,0.1573
1682020,10,0.21924,0.21924,0.22015,39.9707,0.1101
